order_item_id,order_id,product_id,quantity,unit_price,unit_cost,discount_pct
OI0004477,O002517,P0033,1,23.59,12.65,0.0
OI0004478,O002517,P0071,2,82.89,61.97,0.15
OI0004479,O002517,P0079,2,34.53,24.3,0.1
OI0004480,O002518,P0066,2,55.19,36.04,0.1
OI0004481,O002519,P0072,3,91.68,62.1,0.1
OI0004482,O002520,P0051,1,39.65,29.11,0.0
OI0004483,O002521,P0037,2,74.92,40.01,0.0
OI0004484,O002522,P0063,2,31.16,25.63,0.1
OI0004485,O002523,P0008,1,188.32,130.06,0.0
OI0004486,O002524,P0031,1,87.28,75.58,0.2
OI0004487,O002524,P0051,4,31.72,29.11,0.2
OI0004488,O002524,P0050,1,35.27,25.09,0.2
OI0004489,O002525,P0027,1,82.86,55.24,0.0
OI0004490,O002526,P0008,3,160.07,130.06,0.15
OI0004491,O002526,P0009,1,91.84,74.24,0.15
OI0004492,O002526,P0026,1,71.14,62.24,0.15
OI0004493,O002527,P0033,1,21.23,12.65,0.1
OI0004494,O002528,P0068,1,158.13,110.79,0.1
OI0004495,O002529,P0007,1,175.47,152.42,0.15
OI0004496,O002530,P0030,3,81.72,81.4,0.25
OI0004497,O002531,P0008,1,169.49,130.06,0.1
OI0004498,O002531,P0043,2,65.46,46.28,0.2
OI0004499,O002532,P0048,2,80.24,58.89,0.0
OI0004500,O002532,P0010,1,50.8,30.66,0.1
OI0004501,O002532,P0002,2,139.87,116.2,0.1
OI0004502,O002533,P0020,1,50.15,32.72,0.15
OI0004503,O002533,P0042,1,97.03,82.37,0.15
OI0004504,O002534,P0072,1,101.87,62.1,0.0
OI0004505,O002534,P0028,1,134.33,100.65,0.1
OI0004506,O002534,P0050,1,39.68,25.09,0.1
OI0004507,O002535,P0062,1,58.49,38.11,0.0
OI0004508,O002535,P0013,2,81.12,43.55,0.0
OI0004509,O002536,P0034,4,32.71,16.84,0.0
OI0004510,O002537,P0040,1,24.53,14.74,0.0
OI0004511,O002537,P0038,1,21.05,12.04,0.15
OI0004512,O002538,P0066,1,52.12,36.04,0.15
OI0004513,O002538,P0037,2,63.68,40.01,0.15
OI0004514,O002538,P0022,1,125.45,109.16,0.15
OI0004515,O002539,P0077,1,75.29,61.98,0.1
OI0004516,O002540,P0057,2,79.16,58.0,0.1
OI0004517,O002540,P0069,1,76.96,55.28,0.0
OI0004518,O002540,P0072,1,91.68,62.1,0.1
OI0004519,O002541,P0072,2,101.87,62.1,0.0
OI0004520,O002542,P0049,1,43.05,25.17,0.05
OI0004521,O002543,P0045,1,119.05,81.3,0.0
OI0004522,O002544,P0017,1,105.6,82.59,0.05
OI0004523,O002544,P0020,1,53.1,32.72,0.1
OI0004524,O002545,P0009,1,91.84,74.24,0.15
OI0004525,O002545,P0028,1,149.26,100.65,0.0
OI0004526,O002546,P0004,1,144.6,106.23,0.0
OI0004527,O002546,P0031,1,98.19,75.58,0.1
OI0004528,O002546,P0065,3,107.59,62.97,0.0
OI0004529,O002546,P0053,2,19.4,13.07,0.0
OI0004530,O002547,P0064,2,63.01,32.56,0.05
OI0004531,O002547,P0037,1,74.92,40.01,0.0
OI0004532,O002548,P0075,1,111.02,76.63,0.1
OI0004533,O002548,P0008,1,169.49,130.06,0.1
OI0004534,O002548,P0019,1,90.32,70.31,0.1
OI0004535,O002549,P0061,1,74.75,55.47,0.1
OI0004536,O002550,P0022,1,147.59,109.16,0.0
OI0004537,O002550,P0062,2,58.49,38.11,0.0
OI0004538,O002550,P0048,1,80.24,58.89,0.0
OI0004539,O002550,P0077,1,79.48,61.98,0.05
OI0004540,O002551,P0055,1,23.3,12.54,0.0
OI0004541,O002551,P0044,1,54.83,31.55,0.0
OI0004542,O002552,P0013,1,81.12,43.55,0.0
OI0004543,O002552,P0006,1,141.81,116.74,0.1
OI0004544,O002553,P0071,1,78.02,61.97,0.2
OI0004545,O002553,P0045,3,95.24,81.3,0.2
OI0004546,O002553,P0009,2,86.44,74.24,0.2
OI0004547,O002553,P0060,2,61.66,44.27,0.2
OI0004548,O002554,P0080,1,74.14,56.96,0.2
OI0004549,O002554,P0035,1,71.96,66.64,0.2
OI0004550,O002555,P0035,1,85.45,66.64,0.05
OI0004551,O002555,P0067,1,40.49,20.06,0.0
OI0004552,O002556,P0005,1,32.26,26.57,0.15
OI0004553,O002556,P0069,3,65.42,55.28,0.15
OI0004554,O002556,P0049,1,38.52,25.17,0.15
OI0004555,O002556,P0014,2,76.24,64.13,0.15
OI0004556,O002557,P0044,1,54.83,31.55,0.0
OI0004557,O002558,P0055,1,23.3,12.54,0.0
OI0004558,O002559,P0048,1,80.24,58.89,0.0
OI0004559,O002560,P0034,2,29.44,16.84,0.1
OI0004560,O002561,P0012,1,125.12,84.41,0.05
OI0004561,O002561,P0018,1,96.21,67.11,0.1
OI0004562,O002562,P0037,2,63.68,40.01,0.15
OI0004563,O002562,P0077,3,71.11,61.98,0.15
OI0004564,O002563,P0006,2,157.57,116.74,0.0
OI0004565,O002563,P0025,1,105.58,71.68,0.05
OI0004566,O002563,P0053,1,19.4,13.07,0.0
OI0004567,O002564,P0029,1,147.34,78.17,0.0
OI0004568,O002564,P0001,3,104.29,51.81,0.0
OI0004569,O002564,P0031,1,98.19,75.58,0.1
OI0004570,O002565,P0033,1,22.41,12.65,0.05
OI0004571,O002566,P0019,3,85.31,70.31,0.15
OI0004572,O002566,P0076,2,83.34,69.15,0.15
OI0004573,O002566,P0068,1,149.34,110.79,0.15
OI0004574,O002566,P0029,1,125.24,78.17,0.15
OI0004575,O002567,P0064,2,59.7,32.56,0.1
OI0004576,O002567,P0024,1,16.24,8.09,0.0
OI0004577,O002567,P0068,1,175.7,110.79,0.0
OI0004578,O002567,P0055,1,23.3,12.54,0.0
OI0004579,O002568,P0045,1,119.05,81.3,0.0
OI0004580,O002568,P0051,2,35.68,29.11,0.1
OI0004581,O002569,P0032,3,89.79,46.41,0.1
OI0004582,O002569,P0040,3,22.08,14.74,0.1
OI0004583,O002570,P0078,1,100.33,62.62,0.05
OI0004584,O002571,P0015,2,68.27,42.62,0.2
OI0004585,O002571,P0035,1,71.96,66.64,
OI0004586,O002571,P0018,1,85.52,67.11,0.2
OI0004587,O002572,P0073,1,53.65,36.73,0.25
OI0004588,O002573,P0049,1,43.05,25.17,0.05
OI0004589,O002574,P0004,3,130.14,106.23,0.1
OI0004590,O002574,P0056,2,73.1,51.66,0.1
OI0004591,O002574,P0040,1,22.08,14.74,0.1
OI0004592,O002574,P0038,1,21.05,12.04,0.15
OI0004593,O002575,P0018,2,96.21,67.11,0.1
OI0004594,O002576,P0021,2,127.31,102.9,0.1
OI0004595,O002577,P0031,1,92.74,75.58,0.15
OI0004596,O002578,P0079,1,30.7,24.3,0.2
OI0004597,O002579,P0062,3,52.64,38.11,0.1
OI0004598,O002579,P0040,2,22.08,14.74,0.1
OI0004599,O002579,P0072,1,91.68,62.1,0.1
OI0004600,O002580,P0040,1,24.53,14.74,0.0
OI0004601,O002581,P0061,2,78.9,55.47,0.05
OI0004602,O002582,P0053,1,18.43,13.07,0.05
OI0004603,O002583,P0061,3,78.9,55.47,0.05
OI0004604,O002584,P0012,3,125.12,84.41,0.05
OI0004605,O002584,P0079,2,36.45,24.3,0.05
OI0004606,O002584,P0035,1,85.45,66.64,0.05
OI0004607,O002585,P0052,1,66.41,36.46,0.0
OI0004608,O002586,P0033,2,23.59,12.65,0.0
OI0004609,O002586,P0007,1,175.47,152.42,0.15
OI0004610,O002586,P0001,1,104.29,51.81,0.0
OI0004611,O002587,P0080,2,92.68,56.96,0.0
OI0004612,O002588,P0004,1,144.6,106.23,0.0
OI0004613,O002589,P0050,2,39.68,25.09,0.1
OI0004614,O002589,P0057,4,87.95,58.0,0.0
OI0004615,O002589,P0008,1,178.9,130.06,0.05
OI0004616,O002589,P0032,1,89.79,46.41,0.1
OI0004617,O002590,P0046,1,39.44,26.25,0.1
OI0004618,O002591,P0062,2,55.57,38.11,0.05
OI0004619,O002591,P0025,1,111.14,71.68,0.0
OI0004620,O002591,P0017,2,111.16,82.59,0.0
OI0004621,O002591,P0044,1,54.83,31.55,0.0
OI0004622,O002592,P0077,4,83.66,61.98,0.0
OI0004623,O002593,P0006,1,157.57,116.74,0.0
OI0004624,O002593,P0066,1,58.25,36.04,0.05
OI0004625,O002594,P0077,2,79.48,61.98,0.05
OI0004626,O002595,P0033,1,21.23,12.65,0.1
OI0004627,O002595,P0027,1,74.57,55.24,0.1
OI0004628,O002596,P0030,2,108.96,81.4,0.0
OI0004629,O002597,P0032,2,94.78,46.41,0.05
OI0004630,O002597,P0047,1,105.01,81.25,0.05
OI0004631,O002597,P0073,1,67.95,36.73,0.05
OI0004632,O002597,P0075,1,117.18,76.63,0.05
OI0004633,O002598,P0015,1,85.34,42.62,0.0
OI0004634,O002599,P0035,1,76.46,66.64,0.15
OI0004635,O002600,P0080,1,78.78,56.96,0.15
OI0004636,O002601,P0013,2,68.95,43.55,0.15
OI0004637,O002602,P0079,2,38.37,24.3,0.0
OI0004638,O002603,P0041,1,108.71,78.99,0.05
OI0004639,O002604,P0034,1,32.71,16.84,0.0
OI0004640,O002604,P0055,1,23.3,12.54,0.0
OI0004641,O002604,P0041,1,97.27,78.99,0.15
OI0004642,O002605,P0071,1,92.64,61.97,0.05
OI0004643,O002606,P0075,1,104.85,76.63,0.15
OI0004644,O002606,P0014,2,89.69,64.13,0.0
OI0004645,O002606,P0001,1,93.86,51.81,0.1
OI0004646,O002607,P0067,1,36.44,20.06,0.1
OI0004647,O002608,P0079,1,30.7,24.3,0.2
OI0004648,O002608,P0013,1,64.9,43.55,0.2
OI0004649,O002608,P0069,1,61.57,55.28,0.2
OI0004650,O002609,P0005,1,32.26,26.57,0.15
OI0004651,O002609,P0049,1,38.52,25.17,0.15
OI0004652,O002610,P0057,1,87.95,58.0,0.0
OI0004653,O002610,P0061,1,83.05,55.47,0.0
OI0004654,O002610,P0009,1,97.24,74.24,0.1
OI0004655,O002611,P0077,1,83.66,61.98,0.0
OI0004656,O002611,P0062,2,52.64,38.11,0.1
OI0004657,O002612,P0065,1,102.21,62.97,0.05
OI0004658,O002613,P0064,1,66.33,32.56,0.0
OI0004659,O002614,P0025,1,83.36,71.68,0.25
OI0004660,O002615,P0027,2,82.86,55.24,0.0
OI0004661,O002615,P0048,2,72.22,58.89,0.1
OI0004662,O002616,P0070,1,36.1,25.41,0.2
OI0004663,O002617,P0007,4,196.11,152.42,0.05
OI0004664,O002617,P0078,2,105.61,62.62,0.0
OI0004665,O002617,P0076,1,98.05,69.15,0.0
OI0004666,O002618,P0073,1,71.53,36.73,0.0
OI0004667,O002618,P0045,1,119.05,81.3,0.0
OI0004668,O002618,P0032,3,89.79,46.41,0.1
OI0004669,O002619,P0045,1,95.24,81.3,0.2
OI0004670,O002620,P0009,1,97.25,74.24,0.1
OI0004671,O002621,P0012,1,118.54,84.41,0.1
OI0004672,O002622,P0075,2,117.18,76.63,0.05
OI0004673,O002622,P0047,1,99.49,81.25,0.1
OI0004674,O002622,P0032,1,89.79,46.41,0.1
OI0004675,O002623,P0054,1,79.41,48.25,0.1
OI0004676,O002623,P0075,2,117.18,76.63,0.05
OI0004677,O002624,P0079,1,34.53,24.3,0.1
OI0004678,O002625,P0047,1,110.54,81.25,0.0
OI0004679,O002626,P0006,1,157.57,116.74,0.0
OI0004680,O002626,P0038,2,23.53,12.04,0.05
OI0004681,O002627,P0017,1,111.16,82.59,0.0
OI0004682,O002627,P0008,1,188.32,130.06,0.0
OI0004683,O002628,P0052,2,63.09,36.46,0.05
OI0004684,O002629,P0073,1,67.95,36.73,0.05
OI0004685,O002629,P0027,1,74.57,55.24,0.1
OI0004686,O002629,P0039,1,35.65,25.98,0.05
OI0004687,O002629,P0017,2,111.16,82.59,0.0
OI0004688,O002630,P0059,1,42.9,25.49,0.0
OI0004689,O002630,P0078,1,95.05,62.62,0.1
OI0004690,O002631,P0046,1,41.63,26.25,0.05
OI0004691,O002632,P0075,2,123.35,76.63,0.0
OI0004692,O002632,P0079,1,34.53,24.3,0.1
OI0004693,O002633,P0061,2,70.59,55.47,0.15
OI0004694,O002633,P0046,2,37.25,26.25,0.15
OI0004695,O002634,P0074,1,96.73,60.48,0.0
OI0004696,O002634,P0052,1,63.09,36.46,0.05
OI0004697,O002635,P0028,1,149.26,100.65,0.0
OI0004698,O002636,P0001,1,88.65,51.81,0.15
OI0004699,O002636,P0032,2,94.78,46.41,0.05
OI0004700,O002636,P0028,1,149.26,100.65,0.0
OI0004701,O002637,P0048,1,72.22,58.89,0.1
OI0004702,O002637,P0003,1,132.08,63.03,0.0
OI0004703,O002637,P0073,1,67.95,36.73,0.05
OI0004704,O002638,P0041,2,102.99,78.99,0.1
OI0004705,O002638,P0034,1,29.44,16.84,0.1
OI0004706,O002639,P0020,2,47.2,32.72,0.2
OI0004707,O002640,P0078,2,95.05,62.62,0.1
OI0004708,O002641,P0010,1,56.44,30.66,0.0
OI0004709,O002642,P0035,1,85.45,66.64,0.05
OI0004710,O002643,P0076,1,83.34,69.15,0.15
OI0004711,O002643,P0024,3,13.8,8.09,0.15
OI0004712,O002644,P0013,2,81.12,43.55,0.0
OI0004713,O002644,P0064,1,56.38,32.56,0.15
OI0004714,O002645,P0055,3,18.64,12.54,0.2
OI0004715,O002646,P0024,4,16.24,8.09,0.0
OI0004716,O002646,P0044,2,49.35,31.55,0.1
OI0004717,O002647,P0015,3,85.34,42.62,0.0
OI0004718,O002647,P0067,4,40.49,20.06,0.0
OI0004719,O002648,P0023,1,129.3,91.19,0.0
OI0004720,O002649,P0043,1,69.56,46.28,0.15
OI0004721,O002649,P0075,3,104.85,76.63,0.15
OI0004722,O002649,P0070,2,38.35,25.41,0.15
OI0004723,O002649,P0008,4,160.07,130.06,0.15
OI0004724,O002650,P0078,1,89.77,62.62,0.15
OI0004725,O002651,P0023,1,129.3,91.19,0.0
OI0004726,O002651,P0032,3,94.78,46.41,0.05
OI0004727,O002652,P0009,1,91.84,74.24,0.15
OI0004728,O002653,P0051,1,39.65,29.11,0.0
OI0004729,O002654,P0049,1,45.32,25.17,0.0
OI0004730,O002655,P0009,3,97.24,74.24,0.1
OI0004731,O002655,P0068,2,175.7,110.79,0.0
OI0004732,O002655,P0033,1,23.59,12.65,0.0
OI0004733,O002655,P0040,1,24.53,14.74,0.0
OI0004734,O002656,P0031,4,109.1,75.58,0.0
OI0004735,O002657,P0044,1,49.35,31.55,0.1
OI0004736,O002658,P0006,2,141.81,116.74,0.1
OI0004737,O002658,P0064,1,56.38,32.56,0.15
OI0004738,O002659,P0004,2,108.45,106.23,0.25
OI0004739,O002660,P0016,1,84.84,48.46,0.0
OI0004740,O002661,P0054,1,88.23,48.25,0.0
OI0004741,O002661,P0059,1,40.75,25.49,0.05
OI0004742,O002662,P0038,1,24.77,12.04,0.0
OI0004743,O002662,P0065,1,107.59,62.97,0.0
OI0004744,O002662,P0061,3,78.9,55.47,0.05
OI0004745,O002663,P0065,2,102.21,62.97,0.05
OI0004746,O002664,P0062,1,58.49,38.11,0.0
OI0004747,O002665,P0028,1,149.26,100.65,0.0
OI0004748,O002666,P0040,3,23.3,14.74,0.05
OI0004749,O002666,P0078,1,100.33,62.62,0.05
OI0004750,O002667,P0079,1,34.53,24.3,0.1
OI0004751,O002667,P0037,2,74.92,40.01,0.0
OI0004752,O002668,P0068,1,175.7,110.79,0.0
OI0004753,O002669,P0072,4,101.87,62.1,0.0
OI0004754,O002669,P0025,1,105.58,71.68,0.05
OI0004755,O002670,P0009,1,91.84,74.24,0.15
OI0004756,O002670,P0075,1,104.85,76.63,0.15
OI0004757,O002671,P0044,1,49.35,31.55,0.1
OI0004758,O002671,P0033,1,22.41,12.65,0.05
OI0004759,O002671,P0038,1,23.53,12.04,0.05
OI0004760,O002672,P0006,4,118.18,116.74,0.25
OI0004761,O002672,P0030,2,81.72,81.4,0.25
OI0004762,O002672,P0020,1,44.25,32.72,0.25
OI0004763,O002673,P0063,1,32.89,25.63,0.05
OI0004764,O002674,P0061,1,83.05,55.47,0.0
OI0004765,O002674,P0046,1,43.82,26.25,0.0
OI0004766,O002675,P0004,2,122.91,106.23,0.15
OI0004767,O002676,P0035,1,80.96,66.64,0.1
OI0004768,O002676,P0049,1,38.52,25.17,0.15
OI0004769,O002676,P0056,2,77.16,51.66,0.05
OI0004770,O002677,P0035,2,76.46,66.64,0.15
OI0004771,O002678,P0034,1,31.07,16.84,0.05
OI0004772,O002678,P0003,1,132.08,63.03,0.0
OI0004773,O002678,P0004,2,122.91,106.23,0.15
OI0004774,O002678,P0008,1,178.9,130.06,0.05
OI0004775,O002679,P0043,4,69.56,46.28,0.15
OI0004776,O002679,P0020,1,50.15,32.72,0.15
OI0004777,O002679,P0021,1,120.24,102.9,0.15
OI0004778,O002680,P0025,1,83.36,71.68,0.25
OI0004779,O002681,P0021,1,134.39,102.9,0.05
OI0004780,O002682,P0011,1,77.24,57.2,0.1
OI0004781,O002683,P0048,2,80.24,58.89,0.0
OI0004782,O002683,P0058,1,15.3,9.26,0.05
OI0004783,O002683,P0034,1,32.71,16.84,0.0
OI0004784,O002684,P0060,2,77.07,44.27,0.0
OI0004785,O002684,P0044,2,49.35,31.55,0.1
OI0004786,O002684,P0008,2,188.32,130.06,0.0
OI0004787,O002685,P0009,2,108.05,74.24,0.0
OI0004788,O002686,P0053,1,19.4,13.07,0.0
OI0004789,O002687,P0042,1,102.74,82.37,0.1
OI0004790,O002688,P0067,1,40.49,20.06,0.0
OI0004791,O002689,P0018,1,96.21,67.11,0.1
OI0004792,O002689,P0011,2,77.24,57.2,0.1
OI0004793,O002690,P0042,1,114.15,82.37,0.0
OI0004794,O002690,P0009,1,108.05,74.24,0.0
OI0004795,O002691,P0060,2,73.22,44.27,0.05
OI0004796,O002691,P0018,1,106.9,67.11,0.0
OI0004797,O002692,P0077,2,75.29,61.98,0.1
OI0004798,O002693,P0080,2,88.05,56.96,0.05
OI0004799,O002693,P0041,1,114.43,78.99,0.0
OI0004800,O002693,P0040,1,20.85,14.74,0.15
OI0004801,O002694,P0048,2,80.24,58.89,0.0
OI0004802,O002695,P0049,1,36.26,25.17,0.2
OI0004803,O002695,P0013,1,68.95,43.55,0.15
OI0004804,O002695,P0067,2,34.42,20.06,0.15
OI0004805,O002696,P0036,1,27.85,19.51,0.0
OI0004806,O002696,P0034,2,31.07,16.84,0.05
OI0004807,O002697,P0051,1,31.72,29.11,0.2
OI0004808,O002698,P0049,1,38.52,25.17,0.15
OI0004809,O002698,P0062,1,49.72,38.11,0.15
OI0004810,O002699,P0010,1,56.44,30.66,0.0
OI0004811,O002700,P0070,1,36.1,25.41,0.2
OI0004812,O002701,P0047,2,110.54,81.25,0.0
OI0004813,O002701,P0066,2,61.32,36.04,0.0
OI0004814,O002702,P0060,1,57.8,44.27,0.25
OI0004815,O002703,P0047,1,93.96,81.25,0.15
OI0004816,O002704,P0064,2,56.38,32.56,0.15
OI0004817,O002705,P0021,3,120.24,102.9,0.15
OI0004818,O002706,P0009,1,91.84,74.24,0.15
OI0004819,O002707,P0012,1,118.54,84.41,0.1
OI0004820,O002708,P0026,2,66.95,62.24,0.2
OI0004821,O002708,P0002,1,124.33,116.2,0.2
OI0004822,O002708,P0056,1,64.98,51.66,0.2
OI0004823,O002708,P0055,1,18.64,12.54,0.2
OI0004824,O002709,P0069,2,69.26,55.28,0.1
OI0004825,O002709,P0065,1,102.21,62.97,0.05
OI0004826,O002710,P0009,1,102.65,74.24,0.05
OI0004827,O002710,P0017,1,100.04,82.59,0.1
OI0004828,O002711,P0008,1,188.32,130.06,0.0
OI0004829,O002712,P0024,1,14.62,8.09,0.1
OI0004830,O002712,P0033,2,22.41,12.65,0.05
OI0004831,O002713,P0067,1,32.39,20.06,0.2
OI0004832,O002713,P0056,1,64.98,51.66,0.2
OI0004833,O002714,P0022,1,125.45,109.16,0.15
OI0004834,O002715,P0037,1,71.17,40.01,0.05
OI0004835,O002715,P0041,1,114.43,78.99,0.0
OI0004836,O002715,P0052,4,66.41,36.46,0.0
OI0004837,O002716,P0031,1,92.74,75.58,0.15
OI0004838,O002717,P0024,1,12.99,8.09,0.2
OI0004839,O002718,P0060,2,77.07,44.27,0.0
OI0004840,O002719,P0078,1,95.05,62.62,0.1
OI0004841,O002720,P0046,1,39.44,26.25,0.1
OI0004842,O002720,P0050,1,44.09,25.09,0.0
OI0004843,O002720,P0001,1,104.29,51.81,0.0
OI0004844,O002721,P0041,1,108.71,78.99,0.05
OI0004845,O002722,P0070,1,42.86,25.41,0.05
OI0004846,O002722,P0054,1,88.23,48.25,0.0
OI0004847,O002723,P0043,1,69.56,46.28,0.15
OI0004848,O002724,P0044,2,54.83,31.55,0.0
OI0004849,O002725,P0025,3,111.14,71.68,0.0
OI0004850,O002726,P0064,1,56.38,32.56,0.15
OI0004851,O002726,P0040,1,20.85,14.74,0.15
OI0004852,O002727,P0047,1,88.43,81.25,0.2
OI0004853,O002728,P0062,1,43.87,38.11,0.25
OI0004854,O002728,P0080,1,69.51,56.96,0.25
OI0004855,O002729,P0072,2,101.87,62.1,0.0
OI0004856,O002730,P0008,1,169.49,130.06,0.1
OI0004857,O002731,P0068,1,149.34,110.79,0.15
OI0004858,O002732,P0076,1,88.24,69.15,0.1
OI0004859,O002733,P0071,1,97.52,61.97,0.0
OI0004860,O002733,P0078,3,100.33,62.62,0.05
OI0004861,O002733,P0058,1,13.68,9.26,0.15
OI0004862,O002734,P0052,1,49.81,36.46,0.25
OI0004863,O002735,P0033,1,21.23,12.65,0.1
OI0004864,O002736,P0010,1,56.44,30.66,0.0
OI0004865,O002737,P0060,2,57.8,44.27,0.25
OI0004866,O002737,P0039,2,28.15,25.98,0.25
OI0004867,O002738,P0002,1,147.64,116.2,0.05
OI0004868,O002739,P0052,1,66.41,36.46,0.0
OI0004869,O002740,P0012,1,131.71,84.41,0.0
OI0004870,O002741,P0015,2,85.34,42.62,0.0
OI0004871,O002742,P0049,1,45.32,25.17,0.0
OI0004872,O002743,P0067,2,40.49,20.06,0.0
OI0004873,O002744,P0021,1,134.39,102.9,0.05
OI0004874,O002744,P0077,1,79.48,61.98,0.05
OI0004875,O002745,P0018,1,106.9,67.11,0.0
OI0004876,O002746,P0067,1,34.42,20.06,0.15
OI0004877,O002746,P0001,2,104.29,51.81,0.0
OI0004878,O002746,P0006,1,157.57,116.74,0.0
OI0004879,O002746,P0008,1,188.32,130.06,0.0
OI0004880,O002747,P0079,1,38.37,24.3,0.0
OI0004881,O002747,P0063,1,34.62,25.63,0.0
OI0004882,O002748,P0066,1,58.25,36.04,0.05
OI0004883,O002749,P0011,2,81.53,57.2,0.05
OI0004884,O002749,P0026,2,83.69,62.24,0.0
OI0004885,O002749,P0003,2,132.08,63.03,0.0
OI0004886,O002750,P0003,1,132.08,63.03,0.0
OI0004887,O002750,P0074,1,96.73,60.48,0.0
OI0004888,O002750,P0002,1,155.41,116.2,0.0
OI0004889,O002751,P0058,2,14.49,9.26,0.1
OI0004890,O002751,P0051,1,39.65,29.11,0.0
OI0004891,O002751,P0049,1,45.32,25.17,0.0
OI0004892,O002752,P0076,1,88.24,69.15,0.1
OI0004893,O002752,P0060,4,65.51,44.27,0.15
OI0004894,O002752,P0001,1,104.29,51.81,0.0
OI0004895,O002753,P0017,1,100.04,82.59,0.1
OI0004896,O002753,P0040,1,20.85,14.74,0.15
OI0004897,O002753,P0006,3,149.69,116.74,0.05
OI0004898,O002754,P0052,4,56.45,36.46,0.15
OI0004899,O002755,P0035,1,89.95,66.64,0.0
OI0004900,O002755,P0023,1,129.3,91.19,0.0
OI0004901,O002755,P0065,2,107.59,62.97,0.0
OI0004902,O002756,P0013,1,77.06,43.55,0.05
OI0004903,O002756,P0066,1,58.25,36.04,0.05
OI0004904,O002757,P0053,1,19.4,13.07,0.0
OI0004905,O002757,P0024,1,16.24,8.09,0.0
OI0004906,O002757,P0018,1,96.21,67.11,0.1
OI0004907,O002757,P0009,1,108.05,74.24,0.0
OI0004908,O002758,P0064,1,59.7,32.56,0.1
OI0004909,O002759,P0051,2,35.69,29.11,0.1
OI0004910,O002760,P0032,2,99.77,46.41,0.0
OI0004911,O002761,P0063,1,34.62,25.63,0.0
OI0004912,O002761,P0019,1,100.36,70.31,0.0
OI0004913,O002762,P0073,1,71.53,36.73,0.0
OI0004914,O002762,P0043,1,81.83,46.28,0.0
OI0004915,O002762,P0077,1,79.48,61.98,0.05
OI0004916,O002763,P0055,1,23.3,12.54,0.0
OI0004917,O002764,P0040,1,23.3,14.74,0.05
OI0004918,O002764,P0064,1,63.01,32.56,0.05
OI0004919,O002764,P0041,2,108.71,78.99,0.05
OI0004920,O002765,P0054,1,83.82,48.25,0.05
OI0004921,O002766,P0070,1,45.12,25.41,0.0
OI0004922,O002766,P0004,1,137.37,106.23,0.05
OI0004923,O002766,P0025,1,100.03,71.68,0.1
OI0004924,O002766,P0015,3,85.34,42.62,0.0
OI0004925,O002767,P0065,1,102.21,62.97,0.05
OI0004926,O002767,P0018,1,96.21,67.11,0.1
OI0004927,O002768,P0047,1,110.54,81.25,0.0
OI0004928,O002769,P0069,1,57.72,55.28,0.25
OI0004929,O002769,P0035,1,76.46,66.64,0.15
OI0004930,O002769,P0010,1,47.97,30.66,0.15
OI0004931,O002770,P0043,1,77.74,46.28,0.05
OI0004932,O002771,P0043,1,77.74,46.28,0.05
OI0004933,O002771,P0029,3,139.97,78.17,0.05
OI0004934,O002771,P0014,1,71.75,64.13,0.2
OI0004935,O002772,P0070,2,42.86,25.41,0.05
OI0004936,O002773,P0013,1,81.12,43.55,0.0
OI0004937,O002773,P0060,1,77.07,44.27,0.0
OI0004938,O002773,P0027,2,82.86,55.24,0.0
OI0004939,O002774,P0050,1,33.07,25.09,0.25
OI0004940,O002775,P0019,1,100.36,70.31,0.0
OI0004941,O002775,P0054,1,79.41,48.25,0.1
OI0004942,O002776,P0019,3,85.31,70.31,0.15
OI0004943,O002776,P0066,3,52.12,36.04,0.15
OI0004944,O002776,P0029,1,125.24,78.17,0.15
OI0004945,O002777,P0034,1,31.07,16.84,0.05
OI0004946,O002777,P0043,1,77.74,46.28,0.05
OI0004947,O002778,P0074,1,96.73,60.48,0.0
OI0004948,O002779,P0030,1,98.06,81.4,0.1
OI0004949,O002779,P0007,2,185.79,152.42,0.1
OI0004950,O002780,P0011,1,77.24,57.2,0.1
OI0004951,O002781,P0048,2,76.23,58.89,0.05
OI0004952,O002782,P0065,2,102.21,62.97,0.05
OI0004953,O002783,P0041,1,85.82,78.99,0.25
OI0004954,O002784,P0013,4,68.95,43.55,0.15
OI0004955,O002784,P0072,3,86.59,62.1,0.15
OI0004956,O002784,P0019,1,85.31,70.31,0.15
OI0004957,O002784,P0029,1,125.24,78.17,0.15
OI0004958,O002785,P0017,1,100.04,82.59,0.1
OI0004959,O002785,P0051,1,37.67,29.11,0.05
OI0004960,O002785,P0063,1,32.89,25.63,0.05
OI0004961,O002786,P0042,1,102.74,82.37,0.1
OI0004962,O002787,P0029,2,125.24,78.17,0.15
OI0004963,O002787,P0072,1,86.59,62.1,0.15
OI0004964,O002787,P0001,1,88.65,51.81,0.15
OI0004965,O002788,P0029,1,139.97,78.17,0.05
OI0004966,O002789,P0077,1,79.48,61.98,0.05
OI0004967,O002790,P0023,1,96.98,91.19,0.25
OI0004968,O002791,P0034,1,32.71,16.84,0.0
OI0004969,O002792,P0010,1,53.62,30.66,0.05
OI0004970,O002792,P0071,1,92.64,61.97,0.05
OI0004971,O002792,P0012,2,125.12,84.41,0.05
OI0004972,O002793,P0018,1,90.87,67.11,0.15
OI0004973,O002794,P0045,2,113.1,81.3,0.05
OI0004974,O002795,P0012,1,131.71,84.41,0.0
