inventory_month,store_id,product_id,beginning_inventory,restock_qty,ending_inventory,stockout_days,reorder_level
2024-04-01,S007,P0068,14,6,7.0,0.0,5
2024-04-01,S007,P0069,71,56,64.0,0.0,20
2024-04-01,S007,P0070,79,81,114.0,0.0,22
2024-04-01,S007,P0071,47,11,32.0,0.0,10
2024-04-01,S007,P0072,74,30,68.0,0.0,20
2024-04-01,S007,P0073,42,33,34.0,0.0,10
2024-04-01,S007,P0074,82,72,121.0,0.0,19
2024-04-01,S007,P0075,68,19,49.0,0.0,14
2024-04-01,S007,P0076,52,41,35.0,0.0,13
2024-04-01,S007,P0077,50,28,38.0,0.0,13
2024-04-01,S007,P0078,35,13,24.0,0.0,8
2024-04-01,S007,P0079,27,30,23.0,0.0,9
2024-04-01,S007,P0080,81,19,67.0,0.0,16
2024-04-01,S008,P0001,72,22,38.0,0.0,17
2024-04-01,S008,P0002,64,17,55.0,0.0,15
2024-04-01,S008,P0003,27,19,26.0,0.0,7
2024-04-01,S008,P0004,31,13,34.0,0.0,6
2024-04-01,S008,P0005,38,19,24.0,0.0,10
2024-04-01,S008,P0006,51,27,23.0,0.0,15
2024-04-01,S008,P0007,57,19,40.0,0.0,14
2024-04-01,S008,P0008,27,15,15.0,0.0,6
2024-04-01,S008,P0009,32,23,20.0,0.0,10
2024-04-01,S008,P0010,25,7,19.0,0.0,6
2024-04-01,S008,P0011,38,11,14.0,0.0,8
2024-04-01,S008,P0012,57,34,30.0,0.0,15
2024-04-01,S008,P0013,83,22,28.0,0.0,20
2024-04-01,S008,P0014,38,19,30.0,0.0,9
2024-04-01,S008,P0015,76,60,70.0,0.0,24
2024-04-01,S008,P0016,45,35,41.0,0.0,11
2024-04-01,S008,P0017,68,40,53.0,0.0,21
2024-04-01,S008,P0018,72,18,59.0,0.0,20
2024-04-01,S008,P0019,46,24,48.0,0.0,9
2024-04-01,S008,P0020,27,32,42.0,0.0,9
2024-04-01,S008,P0021,59,53,65.0,0.0,16
2024-04-01,S008,P0022,59,47,30.0,0.0,17
2024-04-01,S008,P0023,32,15,25.0,0.0,6
2024-04-01,S008,P0024,40,23,32.0,0.0,10
2024-04-01,S008,P0025,84,55,77.0,0.0,18
2024-04-01,S008,P0026,39,13,19.0,0.0,11
2024-04-01,S008,P0027,94,76,95.0,0.0,26
2024-04-01,S008,P0028,69,63,43.0,0.0,23
2024-04-01,S008,P0029,117,68,106.0,0.0,26
2024-04-01,S008,P0030,81,45,95.0,0.0,16
2024-04-01,S008,P0031,43,44,41.0,0.0,13
2024-04-01,S008,P0032,51,27,44.0,0.0,11
2024-04-01,S008,P0033,68,45,42.0,0.0,20
2024-04-01,S008,P0034,71,54,27.0,0.0,27
2024-04-01,S008,P0035,111,70,83.0,0.0,27
2024-04-01,S008,P0036,30,14,13.0,0.0,10
2024-04-01,S008,P0037,74,35,42.0,0.0,18
2024-04-01,S008,P0038,40,30,32.0,0.0,11
2024-04-01,S008,P0039,70,41,20.0,0.0,22
2024-04-01,S008,P0040,61,31,17.0,0.0,20
2024-04-01,S008,P0041,98,63,84.0,0.0,24
2024-04-01,S008,P0042,123,34,73.0,0.0,28
2024-04-01,S008,P0043,102,99,89.0,0.0,31
2024-04-01,S008,P0044,155,37,64.0,0.0,34
2024-04-01,S008,P0045,121,42,51.0,0.0,29
2024-04-01,S008,P0046,54,23,52.0,0.0,11
2024-04-01,S008,P0047,103,94,130.0,0.0,25
2024-04-01,S008,P0048,45,17,12.0,0.0,14
2024-04-01,S008,P0049,69,69,64.0,0.0,18
2024-04-01,S008,P0050,43,25,46.0,0.0,14
2024-04-01,S008,P0051,25,27,41.0,0.0,7
2024-04-01,S008,P0052,61,41,72.0,0.0,18
2024-04-01,S008,P0053,48,44,55.0,0.0,14
2024-04-01,S008,P0054,88,20,12.0,3.0,24
2024-04-01,S008,P0055,55,12,22.0,0.0,11
2024-04-01,S008,P0056,67,51,49.0,0.0,20
2024-04-01,S008,P0057,19,4,9.0,0.0,5
2024-04-01,S008,P0058,26,17,28.0,0.0,6
2024-04-01,S008,P0059,37,26,29.0,0.0,7
2024-04-01,S008,P0060,100,35,40.0,0.0,24
2024-04-01,S008,P0061,25,5,18.0,0.0,6
2024-04-01,S008,P0062,31,28,35.0,0.0,9
2024-04-01,S008,P0063,62,72,60.0,0.0,23
2024-04-01,S008,P0064,36,36,36.0,0.0,10
2024-04-01,S008,P0065,105,78,107.0,0.0,22
2024-04-01,S008,P0066,36,11,0.0,3.0,13
2024-04-01,S008,P0067,65,57,44.0,0.0,20
2024-04-01,S008,P0068,98,20,34.0,0.0,22
2024-04-01,S008,P0069,42,19,34.0,0.0,13
2024-04-01,S008,P0070,92,74,128.0,0.0,21
2024-04-01,S008,P0071,19,7,5.0,0.0,5
2024-04-01,S008,P0072,19,14,24.0,0.0,4
2024-04-01,S008,P0073,14,5,6.0,0.0,4
2024-04-01,S008,P0074,45,30,58.0,0.0,10
2024-04-01,S008,P0075,62,47,62.0,0.0,19
2024-04-01,S008,P0076,50,50,71.0,0.0,15
2024-04-01,S008,P0077,74,25,52.0,0.0,22
2024-04-01,S008,P0078,76,29,49.0,0.0,23
2024-04-01,S008,P0079,31,9,6.0,2.0,11
2024-04-01,S008,P0080,91,34,47.0,0.0,22
2024-04-01,S009,P0001,66,37,38.0,0.0,18
2024-04-01,S009,P0002,90,77,99.0,0.0,22
2024-04-01,S009,P0003,82,18,72.0,0.0,19
2024-04-01,S009,P0004,51,36,27.0,0.0,15
2024-04-01,S009,P0005,48,60,37.0,0.0,17
2024-04-01,S009,P0006,39,27,38.0,0.0,8
2024-04-01,S009,P0007,64,15,44.0,0.0,14
2024-04-01,S009,P0008,92,67,72.0,0.0,20
2024-04-01,S009,P0009,69,15,26.0,0.0,19
2024-04-01,S009,P0010,15,15,18.0,0.0,5
2024-04-01,S009,P0011,20,10,15.0,0.0,5
2024-04-01,S009,P0012,29,28,29.0,0.0,11
2024-04-01,S009,P0013,37,34,45.0,0.0,9
2024-04-01,S009,P0014,49,36,29.0,0.0,17
2024-04-01,S009,P0015,104,44,63.0,0.0,21
2024-04-01,S009,P0016,24,16,14.0,0.0,6
2024-04-01,S009,P0017,88,20,9.0,1.0,24
2024-04-01,S009,P0018,56,23,50.0,0.0,14
2024-04-01,S009,P0019,72,21,32.0,0.0,20
2024-04-01,S009,P0020,62,41,77.0,0.0,14
2024-04-01,S009,P0021,124,25,67.0,0.0,27
2024-04-01,S009,P0022,33,26,21.0,0.0,9
2024-04-01,S009,P0023,50,13,13.0,0.0,11
2024-04-01,S009,P0024,47,45,25.0,0.0,16
2024-04-01,S009,P0025,93,36,49.0,0.0,27
2024-04-01,S009,P0026,41,38,23.0,0.0,13
2024-04-01,S009,P0027,66,48,35.0,0.0,24
2024-04-01,S009,P0028,66,19,22.0,0.0,20
2024-04-01,S009,P0029,42,29,57.0,0.0,8
2024-04-01,S009,P0030,27,20,22.0,0.0,6
2024-04-01,S009,P0031,85,50,69.0,0.0,20
2024-04-01,S009,P0032,71,46,92.0,0.0,15
2024-04-01,S009,P0033,93,60,87.0,0.0,34
2024-04-01,S009,P0034,94,36,41.0,0.0,28
2024-04-01,S009,P0035,124,101,144.0,0.0,30
2024-04-01,S009,P0036,114,72,97.0,0.0,27
2024-04-01,S009,P0037,38,9,33.0,0.0,9
2024-04-01,S009,P0038,70,45,85.0,0.0,16
2024-04-01,S009,P0039,47,34,7.0,3.0,17
2024-04-01,S009,P0040,65,44,16.0,0.0,24
2024-04-01,S009,P0041,70,20,28.0,0.0,18
2024-04-01,S009,P0042,131,28,63.0,0.0,30
2024-04-01,S009,P0043,60,39,48.0,0.0,12
2024-04-01,S009,P0044,67,22,40.0,0.0,13
2024-04-01,S009,P0045,116,82,88.0,0.0,30
2024-04-01,S009,P0046,66,16,12.0,0.0,17
2024-04-01,S009,P0047,44,16,30.0,0.0,11
2024-04-01,S009,P0048,29,16,28.0,0.0,8
2024-04-01,S009,P0049,116,38,113.0,0.0,24
2024-04-01,S009,P0050,24,9,11.0,0.0,5
2024-04-01,S009,P0051,50,32,41.0,0.0,14
2024-04-01,S009,P0052,22,20,20.0,0.0,5
2024-04-01,S009,P0053,21,27,26.0,0.0,7
2024-04-01,S009,P0054,35,39,47.0,0.0,10
2024-04-01,S009,P0055,49,26,25.0,0.0,14
2024-04-01,S009,P0056,21,11,17.0,0.0,7
2024-04-01,S009,P0057,28,36,26.0,0.0,9
2024-04-01,S009,P0058,69,46,43.0,0.0,16
2024-04-01,S009,P0059,83,53,61.0,0.0,20
2024-04-01,S009,P0060,31,29,28.0,0.0,10
2024-04-01,S009,P0061,78,55,52.0,0.0,19
2024-04-01,S009,P0062,37,19,22.0,0.0,8
2024-04-01,S009,P0063,50,51,49.0,0.0,14
2024-04-01,S009,P0064,31,17,28.0,0.0,9
2024-04-01,S009,P0065,23,6,19.0,0.0,6
2024-04-01,S009,P0066,27,22,36.0,0.0,7
2024-04-01,S009,P0067,78,22,42.0,0.0,22
2024-04-01,S009,P0068,38,30,50.0,0.0,10
2024-04-01,S009,P0069,35,20,9.0,0.0,13
2024-04-01,S009,P0070,48,22,28.0,0.0,10
2024-04-01,S009,P0071,32,17,1.0,6.0,12
2024-04-01,S009,P0072,81,48,61.0,0.0,23
2024-04-01,S009,P0073,20,14,16.0,0.0,5
2024-04-01,S009,P0074,12,11,9.0,0.0,4
2024-04-01,S009,P0075,50,47,60.0,0.0,12
2024-04-01,S009,P0076,20,7,13.0,0.0,4
2024-04-01,S009,P0077,56,41,55.0,0.0,20
2024-04-01,S009,P0078,77,58,88.0,0.0,23
2024-04-01,S009,P0079,43,39,53.0,0.0,16
2024-04-01,S009,P0080,19,19,18.0,0.0,7
2024-04-01,S010,P0001,89,45,90.0,0.0,20
2024-04-01,S010,P0002,65,36,72.0,0.0,14
2024-04-01,S010,P0003,76,57,85.0,0.0,22
2024-04-01,S010,P0004,77,43,28.0,0.0,21
2024-04-01,S010,P0005,57,63,29.0,0.0,21
2024-04-01,S010,P0006,37,12,37.0,0.0,8
2024-04-01,S010,P0007,62,50,90.0,0.0,14
2024-04-01,S010,P0008,50,37,64.0,0.0,11
2024-04-01,S010,P0009,37,18,0.0,2.0,14
2024-04-01,S010,P0010,80,60,66.0,0.0,22
2024-04-01,S010,P0011,17,18,15.0,0.0,6
2024-04-01,S010,P0012,73,30,55.0,0.0,17
2024-04-01,S010,P0013,55,75,102.0,0.0,20
2024-04-01,S010,P0014,81,50,62.0,0.0,17
2024-04-01,S010,P0015,35,21,41.0,0.0,7
2024-04-01,S010,P0016,60,49,63.0,0.0,21
2024-04-01,S010,P0017,77,61,86.0,0.0,17
2024-04-01,S010,P0018,28,7,9.0,0.0,7
2024-04-01,S010,P0019,72,30,26.0,0.0,22
2024-04-01,S010,P0020,27,15,16.0,0.0,6
2024-04-01,S010,P0021,40,38,47.0,0.0,13
2024-04-01,S010,P0022,82,28,20.0,0.0,26
2024-04-01,S010,P0023,32,38,22.0,0.0,12
2024-04-01,S010,P0024,49,34,54.0,0.0,17
2024-04-01,S010,P0025,64,83,68.0,0.0,22
2024-04-01,S010,P0026,25,23,22.0,0.0,7
2024-04-01,S010,P0027,78,77,101.0,0.0,20
2024-04-01,S010,P0028,47,13,5.0,1.0,13
2024-04-01,S010,P0029,72,54,30.0,0.0,22
2024-04-01,S010,P0030,49,18,0.0,3.0,18
2024-04-01,S010,P0031,77,30,52.0,0.0,16
2024-04-01,S010,P0032,41,33,54.0,0.0,9
2024-04-01,S010,P0033,86,64,82.0,0.0,25
2024-04-01,S010,P0034,134,43,61.0,0.0,27
2024-04-01,S010,P0035,41,47,41.0,0.0,14
2024-04-01,S010,P0036,81,86,131.0,0.0,24
2024-04-01,S010,P0037,132,102,155.0,0.0,33
2024-04-01,S010,P0038,71,85,93.0,0.0,26
2024-04-01,S010,P0039,44,20,32.0,0.0,9
2024-04-01,S010,P0040,25,17,1.0,3.0,9
2024-04-01,S010,P0041,51,15,32.0,0.0,16
2024-04-01,S010,P0042,122,57,68.0,0.0,29
2024-04-01,S010,P0043,78,83,115.0,0.0,22
2024-04-01,S010,P0044,31,12,13.0,0.0,9
2024-04-01,S010,P0045,90,63,116.0,0.0,24
2024-04-01,S010,P0046,94,82,89.0,0.0,22
2024-04-01,S010,P0047,143,42,68.0,0.0,31
2024-04-01,S010,P0048,46,57,42.0,0.0,17
2024-04-01,S010,P0049,61,71,52.0,0.0,20
2024-04-01,S010,P0050,66,32,29.0,0.0,22
2024-04-01,S010,P0051,79,18,53.0,0.0,18
2024-04-01,S010,P0052,51,47,50.0,0.0,17
2024-04-01,S010,P0053,19,15,14.0,0.0,7
2024-04-01,S010,P0054,35,10,22.0,0.0,8
2024-04-01,S010,P0055,41,12,31.0,0.0,9
2024-04-01,S010,P0056,38,48,41.0,0.0,14
2024-04-01,S010,P0057,34,19,34.0,0.0,7
2024-04-01,S010,P0058,63,27,32.0,0.0,15
2024-04-01,S010,P0059,109,46,101.0,0.0,23
2024-04-01,S010,P0060,25,28,42.0,0.0,7
2024-04-01,S010,P0061,63,57,51.0,0.0,21
2024-04-01,S010,P0062,26,8,20.0,0.0,9
2024-04-01,S010,P0063,37,21,26.0,0.0,8
2024-04-01,S010,P0064,23,24,10.0,0.0,8
2024-04-01,S010,P0065,65,37,73.0,0.0,13
2024-04-01,S010,P0066,46,42,61.0,0.0,17
2024-04-01,S010,P0067,62,57,56.0,0.0,18
2024-04-01,S010,P0068,107,54,114.0,0.0,22
2024-04-01,S010,P0069,64,67,81.0,0.0,20
2024-04-01,S010,P0070,56,22,49.0,0.0,12
2024-04-01,S010,P0071,22,9,15.0,0.0,6
2024-04-01,S010,P0072,29,24,25.0,0.0,7
2024-04-01,S010,P0073,68,26,37.0,0.0,23
2024-04-01,S010,P0074,46,11,25.0,0.0,12
2024-04-01,S010,P0075,88,39,72.0,0.0,19
2024-04-01,S010,P0076,28,29,22.0,0.0,9
2024-04-01,S010,P0077,69,25,15.0,0.0,20
2024-04-01,S010,P0078,37,25,13.0,0.0,13
2024-04-01,S010,P0079,62,51,53.0,0.0,15
2024-04-01,S010,P0080,19,13,19.0,0.0,4
2024-05-01,S001,P0001,94,70,83.0,0.0,20
2024-05-01,S001,P0002,49,25,28.0,0.0,17
2024-05-01,S001,P0003,20,9,19.0,0.0,5
2024-05-01,S001,P0004,23,6,15.0,0.0,6
2024-05-01,S001,P0005,80,24,44.0,0.0,19
2024-05-01,S001,P0006,102,28,67.0,0.0,20
2024-05-01,S001,P0007,36,12,33.0,0.0,9
2024-05-01,S001,P0008,53,56,63.0,0.0,19
2024-05-01,S001,P0009,29,14,33.0,0.0,7
2024-05-01,S001,P0010,66,31,42.0,0.0,15
2024-05-01,S001,P0011,87,25,54.0,0.0,18
2024-05-01,S001,P0012,33,21,7.0,2.0,13
2024-05-01,S001,P0013,48,61,53.0,0.0,16
2024-05-01,S001,P0014,48,26,43.0,0.0,11
2024-05-01,S001,P0015,125,33,48.0,0.0,26
2024-05-01,S001,P0016,43,29,48.0,0.0,11
2024-05-01,S001,P0017,29,24,27.0,0.0,8
2024-05-01,S001,P0018,55,21,25.0,0.0,14
2024-05-01,S001,P0019,97,85,113.0,0.0,25
2024-05-01,S001,P0020,81,26,34.0,0.0,25
2024-05-01,S001,P0021,56,14,52.0,0.0,12
2024-05-01,S001,P0022,70,22,62.0,0.0,15
2024-05-01,S001,P0023,41,36,41.0,0.0,13
2024-05-01,S001,P0024,39,27,37.0,0.0,9
2024-05-01,S001,P0025,56,16,38.0,0.0,11
2024-05-01,S001,P0026,66,64,31.0,0.0,23
2024-05-01,S001,P0027,20,16,23.0,0.0,7
2024-05-01,S001,P0028,67,57,84.0,0.0,15
2024-05-01,S001,P0029,35,28,36.0,0.0,8
2024-05-01,S001,P0030,82,53,43.0,0.0,23
2024-05-01,S001,P0031,49,44,45.0,0.0,15
2024-05-01,S001,P0032,29,8,15.0,0.0,8
2024-05-01,S001,P0033,77,64,54.0,0.0,23
2024-05-01,S001,P0034,45,21,21.0,0.0,16
2024-05-01,S001,P0035,109,111,175.0,0.0,30
2024-05-01,S001,P0036,56,46,62.0,0.0,18
2024-05-01,S001,P0037,104,40,61.0,0.0,22
2024-05-01,S001,P0038,61,42,70.0,0.0,14
2024-05-01,S001,P0039,83,66,74.0,0.0,24
2024-05-01,S001,P0040,50,29,38.0,0.0,10
2024-05-01,S001,P0041,89,62,102.0,0.0,27
2024-05-01,S001,P0042,52,39,55.0,0.0,13
2024-05-01,S001,P0043,58,36,71.0,0.0,13
2024-05-01,S001,P0044,82,19,68.0,0.0,17
2024-05-01,S001,P0045,111,38,34.0,0.0,30
2024-05-01,S001,P0046,110,64,111.0,0.0,24
2024-05-01,S001,P0047,84,109,144.0,0.0,31
2024-05-01,S001,P0048,76,17,57.0,0.0,16
2024-05-01,S001,P0049,112,45,96.0,0.0,22
2024-05-01,S001,P0050,93,34,68.0,0.0,24
2024-05-01,S001,P0051,24,20,32.0,0.0,8
2024-05-01,S001,P0052,63,28,56.0,0.0,16
2024-05-01,S001,P0053,82,89,110.0,0.0,24
2024-05-01,S001,P0054,62,24,39.0,0.0,14
2024-05-01,S001,P0055,26,23,36.0,0.0,7
2024-05-01,S001,P0056,56,63,73.0,0.0,17
2024-05-01,S001,P0057,32,9,17.0,0.0,7
2024-05-01,S001,P0058,48,62,75.0,0.0,16
2024-05-01,S001,P0059,99,18,67.0,0.0,20
2024-05-01,S001,P0060,39,27,27.0,0.0,11
2024-05-01,S001,P0061,66,45,67.0,0.0,16
2024-05-01,S001,P0062,40,22,44.0,0.0,12
2024-05-01,S001,P0063,101,23,46.0,0.0,24
2024-05-01,S001,P0064,67,22,43.0,0.0,20
2024-05-01,S001,P0065,55,33,47.0,0.0,14
2024-05-01,S001,P0066,48,39,58.0,0.0,12
2024-05-01,S001,P0067,64,64,60.0,0.0,20
2024-05-01,S001,P0068,109,53,129.0,0.0,22
2024-05-01,S001,P0069,43,37,,0.0,11
2024-05-01,S001,P0070,63,17,50.0,0.0,16
2024-05-01,S001,P0071,57,24,43.0,0.0,13
2024-05-01,S001,P0072,38,19,29.0,,11
2024-05-01,S001,P0073,96,27,58.0,0.0,20
2024-05-01,S001,P0074,44,41,57.0,0.0,11
2024-05-01,S001,P0075,57,49,37.0,0.0,18
2024-05-01,S001,P0076,57,57,55.0,0.0,17
2024-05-01,S001,P0077,18,12,20.0,0.0,5
2024-05-01,S001,P0078,78,52,103.0,0.0,16
2024-05-01,S001,P0079,14,16,14.0,0.0,5
2024-05-01,S001,P0080,19,13,16.0,0.0,4
2024-05-01,S002,P0001,31,16,26.0,0.0,7
2024-05-01,S002,P0002,62,18,11.0,1.0,19
2024-05-01,S002,P0003,42,44,57.0,0.0,14
2024-05-01,S002,P0004,74,49,61.0,0.0,18
2024-05-01,S002,P0005,86,68,98.0,0.0,18
2024-05-01,S002,P0006,49,26,40.0,0.0,13
2024-05-01,S002,P0007,25,13,26.0,0.0,8
2024-05-01,S002,P0008,48,27,41.0,0.0,13
2024-05-01,S002,P0009,87,61,73.0,0.0,21
2024-05-01,S002,P0010,16,17,14.0,0.0,5
2024-05-01,S002,P0011,62,52,90.0,0.0,14
2024-05-01,S002,P0012,42,34,34.0,0.0,15
2024-05-01,S002,P0013,98,55,84.0,0.0,20
2024-05-01,S002,P0014,86,63,91.0,0.0,18
2024-05-01,S002,P0015,86,67,84.0,0.0,25
2024-05-01,S002,P0016,47,31,30.0,0.0,16
2024-05-01,S002,P0017,32,27,43.0,0.0,10
2024-05-01,S002,P0018,33,24,22.0,0.0,8
2024-05-01,S002,P0019,49,44,55.0,0.0,12
2024-05-01,S002,P0020,49,30,39.0,0.0,11
2024-05-01,S002,P0021,86,44,49.0,0.0,23
2024-05-01,S002,P0022,21,27,24.0,0.0,8
2024-05-01,S002,P0023,62,34,70.0,0.0,17
2024-05-01,S002,P0024,17,19,18.0,0.0,6
2024-05-01,S002,P0025,37,28,50.0,0.0,9
2024-05-01,S002,P0026,36,18,37.0,0.0,9
2024-05-01,S002,P0027,64,50,84.0,0.0,15
2024-05-01,S002,P0028,57,24,10.0,1.0,17
2024-05-01,S002,P0029,47,34,65.0,0.0,12
2024-05-01,S002,P0030,50,18,0.0,3.0,18
2024-05-01,S002,P0031,43,23,21.0,0.0,11
2024-05-01,S002,P0032,19,12,19.0,0.0,6
2024-05-01,S002,P0033,74,30,41.0,0.0,21
2024-05-01,S002,P0034,102,70,49.0,0.0,34
2024-05-01,S002,P0035,60,30,69.0,0.0,14
2024-05-01,S002,P0036,79,104,116.0,0.0,27
2024-05-01,S002,P0037,49,17,18.0,0.0,14
2024-05-01,S002,P0038,131,52,69.0,0.0,28
2024-05-01,S002,P0039,89,28,67.0,0.0,24
2024-05-01,S002,P0040,95,62,33.0,0.0,31
2024-05-01,S002,P0041,71,28,14.0,4.0,27
2024-05-01,S002,P0042,127,108,148.0,0.0,28
2024-05-01,S002,P0043,147,71,104.0,0.0,34
2024-05-01,S002,P0044,129,71,70.0,0.0,33
2024-05-01,S002,P0045,88,37,47.0,0.0,20
2024-05-01,S002,P0046,29,9,21.0,0.0,7
2024-05-01,S002,P0047,71,18,57.0,0.0,22
2024-05-01,S002,P0048,37,10,5.0,4.0,10
2024-05-01,S002,P0049,26,18,24.0,0.0,6
2024-05-01,S002,P0050,71,68,72.0,0.0,21
2024-05-01,S002,P0051,28,16,20.0,0.0,10
2024-05-01,S002,P0052,35,25,46.0,0.0,9
2024-05-01,S002,P0053,49,25,39.0,0.0,10
2024-05-01,S002,P0054,45,33,28.0,0.0,12
2024-05-01,S002,P0055,49,48,43.0,0.0,13
2024-05-01,S002,P0056,98,35,91.0,0.0,21
2024-05-01,S002,P0057,37,23,31.0,0.0,11
2024-05-01,S002,P0058,65,50,82.0,0.0,14
2024-05-01,S002,P0059,79,71,75.0,0.0,19
2024-05-01,S002,P0060,17,7,14.0,0.0,5
2024-05-01,S002,P0061,93,81,87.0,0.0,22
2024-05-01,S002,P0062,19,10,12.0,0.0,5
2024-05-01,S002,P0063,57,37,60.0,0.0,15
2024-05-01,S002,P0064,77,36,59.0,0.0,21
2024-05-01,S002,P0065,47,51,56.0,0.0,14
2024-05-01,S002,P0066,16,6,5.0,0.0,4
2024-05-01,S002,P0067,28,5,10.0,0.0,5
2024-05-01,S002,P0068,77,55,89.0,0.0,18
2024-05-01,S002,P0069,67,15,19.0,0.0,15
2024-05-01,S002,P0070,41,33,9.0,6.0,15
2024-05-01,S002,P0071,87,22,72.0,0.0,20
2024-05-01,S002,P0072,62,30,39.0,0.0,13
2024-05-01,S002,P0073,88,18,46.0,0.0,21
2024-05-01,S002,P0074,72,34,66.0,0.0,20
2024-05-01,S002,P0075,91,74,80.0,0.0,21
2024-05-01,S002,P0076,49,16,37.0,0.0,10
2024-05-01,S002,P0077,26,27,21.0,0.0,8
2024-05-01,S002,P0078,35,20,22.0,0.0,9
2024-05-01,S002,P0079,79,33,26.0,0.0,23
2024-05-01,S002,P0080,83,49,81.0,0.0,19
2024-05-01,S003,P0001,44,22,28.0,0.0,17
2024-05-01,S003,P0002,25,18,28.0,0.0,9
2024-05-01,S003,P0003,90,53,56.0,0.0,21
2024-05-01,S003,P0004,36,10,0.0,2.0,12
2024-05-01,S003,P0005,59,37,49.0,0.0,15
2024-05-01,S003,P0006,53,26,0.0,3.0,19
2024-05-01,S003,P0007,44,24,39.0,0.0,9
2024-05-01,S003,P0008,23,17,11.0,0.0,7
2024-05-01,S003,P0009,19,19,21.0,0.0,7
2024-05-01,S003,P0010,65,55,58.0,0.0,21
2024-05-01,S003,P0011,30,6,24.0,0.0,7
2024-05-01,S003,P0012,69,58,88.0,0.0,16
2024-05-01,S003,P0013,48,12,16.0,0.0,10
2024-05-01,S003,P0014,40,35,51.0,0.0,11
2024-05-01,S003,P0015,32,33,34.0,0.0,9
2024-05-01,S003,P0016,49,18,28.0,0.0,10
2024-05-01,S003,P0017,71,18,35.0,0.0,15
2024-05-01,S003,P0018,110,80,114.0,0.0,22
2024-05-01,S003,P0019,61,20,28.0,0.0,13
2024-05-01,S003,P0020,108,74,92.0,0.0,25
2024-05-01,S003,P0021,32,19,29.0,0.0,7
2024-05-01,S003,P0022,49,55,57.0,0.0,15
2024-05-01,S003,P0023,33,25,17.0,0.0,10
2024-05-01,S003,P0024,108,82,90.0,0.0,24
2024-05-01,S003,P0025,30,29,30.0,0.0,9
2024-05-01,S003,P0026,100,43,81.0,0.0,26
2024-05-01,S003,P0027,51,37,29.0,0.0,14
2024-05-01,S003,P0028,31,24,40.0,0.0,9
2024-05-01,S003,P0029,52,16,25.0,0.0,18
2024-05-01,S003,P0030,94,29,72.0,0.0,21
2024-05-01,S003,P0031,47,19,6.0,4.0,14
2024-05-01,S003,P0032,60,16,38.0,0.0,15
2024-05-01,S003,P0033,70,38,55.0,0.0,15
2024-05-01,S003,P0034,119,59,99.0,0.0,24
2024-05-01,S003,P0035,123,90,152.0,0.0,33
2024-05-01,S003,P0036,48,13,36.0,0.0,10
2024-05-01,S003,P0037,73,36,39.0,0.0,27
2024-05-01,S003,P0038,132,102,116.0,0.0,27
2024-05-01,S003,P0039,83,111,139.0,0.0,29
2024-05-01,S003,P0040,73,45,75.0,0.0,23
2024-05-01,S003,P0041,84,18,44.0,0.0,23
2024-05-01,S003,P0042,109,119,166.0,0.0,34
2024-05-01,S003,P0043,77,81,57.0,0.0,28
2024-05-01,S003,P0044,99,63,,0.0,33
2024-05-01,S003,P0045,85,37,93.0,0.0,17
2024-05-01,S003,P0046,34,36,28.0,0.0,12
2024-05-01,S003,P0047,57,66,94.0,0.0,19
2024-05-01,S003,P0048,36,32,36.0,0.0,9
2024-05-01,S003,P0049,18,9,12.0,0.0,5
2024-05-01,S003,P0050,72,40,53.0,0.0,21
2024-05-01,S003,P0051,57,29,50.0,0.0,17
2024-05-01,S003,P0052,73,56,72.0,0.0,19
2024-05-01,S003,P0053,35,29,23.0,0.0,12
2024-05-01,S003,P0054,45,32,44.0,0.0,17
2024-05-01,S003,P0055,39,17,36.0,0.0,8
2024-05-01,S003,P0056,57,43,69.0,0.0,12
2024-05-01,S003,P0057,79,51,62.0,0.0,18
2024-05-01,S003,P0058,20,20,28.0,0.0,7
2024-05-01,S003,P0059,96,47,62.0,0.0,24
2024-05-01,S003,P0060,37,32,13.0,0.0,13
2024-05-01,S003,P0061,30,10,0.0,3.0,11
2024-05-01,S003,P0062,51,31,30.0,0.0,12
2024-05-01,S003,P0063,32,34,52.0,0.0,10
2024-05-01,S003,P0064,74,37,25.0,0.0,24
2024-05-01,S003,P0065,94,69,101.0,0.0,19
2024-05-01,S003,P0066,43,10,15.0,0.0,9
2024-05-01,S003,P0067,103,37,97.0,0.0,22
2024-05-01,S003,P0068,46,24,49.0,0.0,11
2024-05-01,S003,P0069,82,47,61.0,0.0,21
2024-05-01,S003,P0070,22,5,9.0,0.0,5
2024-05-01,S003,P0071,35,14,29.0,0.0,8
2024-05-01,S003,P0072,46,44,46.0,0.0,13
2024-05-01,S003,P0073,56,26,52.0,0.0,20
2024-05-01,S003,P0074,60,39,47.0,0.0,14
2024-05-01,S003,P0075,77,39,84.0,0.0,19
2024-05-01,S003,P0076,29,9,27.0,0.0,7
2024-05-01,S003,P0077,51,27,46.0,0.0,15
2024-05-01,S003,P0078,106,56,126.0,0.0,23
2024-05-01,S003,P0079,69,32,44.0,0.0,20
2024-05-01,S003,P0080,77,46,56.0,0.0,19
2024-05-01,S004,P0001,39,13,18.0,0.0,9
2024-05-01,S004,P0002,66,49,77.0,0.0,21
2024-05-01,S004,P0003,106,61,75.0,0.0,22
2024-05-01,S004,P0004,20,22,21.0,0.0,7
2024-05-01,S004,P0005,52,61,72.0,0.0,17
