order_id,customer_id,store_id,order_date,sales_channel,payment_method,order_status,campaign_id,promised_shipping_days,actual_shipping_days
O002938,C01431,S002,2024-04-17,Online,Credit Card,Completed,,5,6.0
O002939,C00941,S001,2024-08-24,In-Store,Credit Card,Completed,,0,0.0
O002940,C00027,S009,2025-03-04,Online,Credit Card,Completed,M0030,3,3.0
O002941,C00207,S007,2024-08-23,Online,Credit Card,Completed,,3,5.0
O002942,C01246,S001,2024-12-31,Mobile App,Credit Card,Completed,M0025,3,3.0
O002943,C00312,S010,2024-10-15,Online,Credit Card,Completed,M0021,3,3.0
O002944,C00382,S006,2024-05-31,Online,PayPal,Completed,,4,4.0
O002945,C01786,S005,2025-03-10,Online,PayPal,Completed,,5,5.0
O002946,C01339,S010,2024-03-01,Online,Credit Card,Completed,,2,2.0
O002947,C01232,S005,2024-10-25,In-Store,Debit Card,Completed,,0,0.0
O002948,C01645,S004,2024-05-12,Mobile App,Credit Card,Completed,,3,4.0
O002949,C00296,S003,2024-02-17,In-Store,PayPal,Completed,,0,0.0
O002950,C00402,S008,2024-10-12,In-Store,Credit Card,Completed,,0,0.0
O002951,C01459,S007,2024-10-11,Mobile App,Credit Card,Completed,M0022,3,4.0
O002952,C01597,S005,2025-01-07,In-Store,PayPal,Returned,M0024,0,0.0
O002953,C00122,S009,2025-02-03,Online,PayPal,Completed,,4,4.0
O002954,C00751,S007,2025-01-22,Online,PayPal,Completed,,3,3.0
O002955,C00106,S010,2024-08-21,In-Store,Credit Card,Completed,,0,0.0
O002956,C00791,S002,2024-12-07,Online,Credit Card,Completed,M0026,3,3.0
O002957,C01060,S007,2024-11-16,Online,Credit Card,Completed,,4,5.0
O002958,C01574,S007,2024-08-27,In-Store,PayPal,Completed,,0,0.0
O002959,C00072,S004,2024-11-24,Online,Credit Card,Completed,,3,4.0
O002960,C00568,S008,2025-06-05,In-Store,PayPal,Completed,,0,0.0
O002961,C01191,S004,2024-05-03,Online,Gift Card,Completed,,5,5.0
O002962,C01245,S007,2025-05-13,In-Store,Credit Card,Completed,M0032,0,0.0
O002963,C00076,S004,2024-02-08,Online,Debit Card,Completed,,2,5.0
O002964,C00722,S008,2024-07-03,Online,Credit Card,Completed,,3,3.0
O002965,C01010,S003,2024-06-23,In-Store,Credit Card,Completed,,0,0.0
O002966,C01235,S002,2024-12-05,Mobile App,Debit Card,Completed,,3,5.0
O002967,C00228,S010,2024-03-28,In-Store,Credit Card,Completed,,0,0.0
O002968,C01761,S006,2025-04-29,In-Store,Credit Card,Completed,,0,0.0
O002969,C00453,S007,2025-03-29,Mobile App,Credit Card,Completed,M0030,3,6.0
O002970,C00766,S007,2024-12-14,Online,Debit Card,Completed,,3,3.0
O002971,C00487,S006,2024-09-16,Online,Credit Card,Completed,,2,2.0
O002972,C00668,S008,2025-05-28,Online,Credit Card,Returned,M0032,3,3.0
O002973,C01498,S006,2025-03-30,Online,Credit Card,Cancelled,M0030,5,
O002974,C01685,S006,2024-10-10,Mobile App,Gift Card,Completed,,3,3.0
O002975,C00830,S003,2025-01-04,In-Store,Debit Card,Completed,,0,0.0
O002976,C00791,S002,2024-11-12,In-Store,Credit Card,Completed,M0023,0,0.0
O002977,C00971,S007,2024-11-20,In-Store,Credit Card,Completed,M0023,0,0.0
O002978,C00490,S006,2024-07-14,Mobile App,Credit Card,Completed,,4,6.0
O002979,C00376,S001,2024-09-19,Online,Credit Card,Completed,M0019,3,3.0
O002980,C00231,S002,2024-02-25,In-Store,Credit Card,Completed,,0,0.0
O002981,C00702,S002,2024-07-27,Online,Credit Card,Completed,,4,4.0
O002982,C01249,S001,2024-12-31,In-Store,Credit Card,Completed,,0,0.0
O002983,C00475,S003,2025-06-08,In-Store,Debit Card,Completed,,0,0.0
O002984,C01601,S005,2025-06-13,Mobile App,PayPal,Completed,M0034,4,4.0
O002985,C01644,S004,2024-11-08,Online,Credit Card,Completed,M0021,2,2.0
O002986,C01104,S002,2024-11-27,Online,Credit Card,Completed,M0023,3,3.0
O002987,C01669,S008,2024-04-29,Mobile App,Debit Card,Completed,,3,3.0
O002988,C01710,S009,2024-12-31,Mobile App,PayPal,Completed,,4,4.0
O002989,C01600,S008,2024-02-20,Online,Credit Card,Completed,,4,4.0
O002990,C01234,S007,2024-06-21,Online,PayPal,Completed,,3,4.0
O002991,C01321,S010,2024-12-21,Online,PayPal,Completed,,5,6.0
O002992,C01634,S002,2024-07-04,Online,Credit Card,Completed,,2,2.0
O002993,C01196,S006,2024-02-05,Mobile App,Credit Card,Completed,,4,7.0
O002994,C01113,S004,2025-03-30,Online,Debit Card,Completed,,3,3.0
O002995,C00226,S005,2024-07-04,In-Store,Credit Card,Completed,,0,0.0
O002996,C00143,S009,2024-02-15,Online,Credit Card,Completed,M0004,3,3.0
O002997,C00708,S009,2024-02-23,Online,Credit Card,Completed,,2,2.0
O002998,C01715,S004,2024-06-05,Online,Credit Card,Completed,M0013,4,4.0
O002999,C00054,S008,2024-04-24,In-Store,Credit Card,Completed,M0009,0,0.0
O003000,C00196,S005,2025-02-24,Mobile App,Debit Card,Completed,,3,3.0
O003001,C01753,S009,2024-07-09,In-Store,Gift Card,Completed,M0017,0,0.0
O003002,C01513,S002,2025-03-15,In-Store,Credit Card,Completed,,0,0.0
O003003,C00845,S004,2024-04-22,Online,Credit Card,Completed,,4,5.0
O003004,C00298,S003,2024-10-07,Online,Credit Card,Completed,,5,7.0
O003005,C01454,S007,2024-12-28,Online,Credit Card,Completed,M0025,4,4.0
O003006,C00537,S002,2024-12-14,Online,Credit Card,Completed,M0026,4,5.0
O003007,C00579,S003,2024-11-25,In-Store,Debit Card,Completed,M0023,0,0.0
O003008,C01699,S009,2025-05-24,Online,Credit Card,Completed,,3,4.0
O003009,C00500,S008,2024-05-24,Online,Credit Card,Completed,,3,4.0
O003010,C00624,S002,2024-10-07,Online,Credit Card,Completed,M0022,2,5.0
O003011,C00841,S006,2025-04-30,Online,Credit Card,Completed,,5,7.0
O003012,C00206,S003,2024-02-25,Mobile App,Credit Card,Completed,,4,4.0
O003013,C00880,S006,2024-02-09,Online,Credit Card,Completed,,2,3.0
O003014,C01161,S005,2024-05-26,Online,Credit Card,Returned,,5,5.0
O003015,C00408,S010,2024-12-07,In-Store,Debit Card,Completed,,0,0.0
O003016,C00279,S004,2024-06-09,Online,Credit Card,Completed,,5,6.0
O003017,C01469,S007,2024-05-01,In-Store,Debit Card,Completed,,0,0.0
O003018,C00677,S010,2024-09-17,Mobile App,PayPal,Cancelled,,3,
O003019,C00941,S007,2024-11-30,Online,Credit Card,Completed,M0023,3,3.0
O003020,C00271,S004,2024-06-04,Online,PayPal,Completed,,2,4.0
O003021,C00441,S003,2024-06-29,In-Store,Debit Card,Completed,,0,0.0
O003022,C01252,S004,2024-11-30,In-Store,Credit Card,Completed,M0023,0,0.0
O003023,C00127,S002,2025-06-04,Mobile App,Gift Card,Cancelled,,4,
O003024,C01294,S004,2024-12-23,Online,Debit Card,Completed,M0025,2,3.0
O003025,C01784,S004,2025-03-02,Online,Credit Card,Completed,,3,3.0
O003026,C00487,S005,2024-07-31,In-Store,PayPal,Completed,M0017,0,0.0
O003027,C00548,S001,2024-06-15,Mobile App,Credit Card,Completed,,4,8.0
O003028,C01179,S002,2024-09-14,Mobile App,Debit Card,Completed,,4,4.0
O003029,C01681,S008,2025-03-16,In-Store,Credit Card,Completed,M0030,0,0.0
O003030,C00986,S008,2024-09-15,Online,Credit Card,Completed,M0019,3,3.0
O003031,C00937,S008,2025-04-08,In-Store,Credit Card,Completed,,0,0.0
O003032,C00772,S005,2025-06-25,Online,Debit Card,Cancelled,,2,
O003033,C00019,S008,2024-02-21,Online,Credit Card,Completed,,2,2.0
O003034,C00425,S009,2024-02-02,Online,Credit Card,Completed,,4,4.0
O003035,C00936,S004,2024-04-08,Mobile App,Credit Card,Completed,M0008,3,3.0
O003036,C00058,S004,2024-08-09,Online,Debit Card,Completed,,2,2.0
O003037,C00423,S007,2024-03-28,In-Store,Credit Card,Completed,,0,0.0
O003038,C01799,S005,2025-04-22,Online,Debit Card,Completed,,4,5.0
O003039,C01572,S010,2024-01-17,In-Store,Credit Card,Completed,,0,0.0
O003040,C01747,S001,2024-07-06,Online,Credit Card,Cancelled,,3,
O003041,C00844,S008,2024-04-28,Mobile App,PayPal,Completed,M0009,3,7.0
O003042,C01684,S004,2025-05-28,In-Store,PayPal,Cancelled,,0,
O003043,C01126,S008,2024-12-21,Online,PayPal,Completed,M0024,3,3.0
O003044,C01100,S002,2025-05-16,Online,PayPal,Completed,M0032,3,3.0
O003045,C01604,S004,2025-06-17,In-Store,Credit Card,Completed,M0034,0,0.0
O003046,C00066,S002,2024-10-09,Online,Credit Card,Completed,,2,2.0
O003047,C00815,S005,2024-05-27,Online,Credit Card,Completed,,3,4.0
O003048,C01758,S010,2024-05-04,In-Store,Gift Card,Completed,M0009,0,0.0
O003049,C01175,S010,2024-05-20,In-Store,Credit Card,Completed,M0011,0,0.0
O003050,C00902,S008,2025-01-08,Online,Credit Card,Completed,,3,5.0
O003051,C00437,S007,2024-01-29,In-Store,Credit Card,Completed,M0001,0,0.0
O003052,C00790,S005,2024-02-06,In-Store,Debit Card,Completed,,0,0.0
O003053,C01092,S007,2024-11-28,Mobile App,Credit Card,Cancelled,M0023,3,
O003054,C00235,S005,2024-12-11,In-Store,Credit Card,Completed,M0025,0,0.0
O003055,C01739,S007,2024-12-19,Online,Credit Card,Completed,M0026,2,3.0
O003056,C01769,S004,2024-08-03,Mobile App,Gift Card,Completed,,3,7.0
O003057,C00675,S004,2025-03-15,Online,Credit Card,Completed,,4,5.0
O003058,C00098,S010,2024-10-30,online,Debit Card,Completed,,4,4.0
O003059,C01033,S004,2024-03-13,Online,PayPal,Completed,M0006,4,8.0
O003060,C00927,S008,2025-03-10,In-Store,PayPal,Completed,,0,0.0
O003061,C01528,S001,2025-06-08,Mobile App,Credit Card,Completed,,5,5.0
O003062,C00761,S010,2024-02-12,Mobile App,Credit Card,Completed,,5,7.0
O003063,C01514,S005,2024-08-12,In-Store,PayPal,Completed,M0018,0,0.0
O003064,C00427,S010,2024-10-04,Online,Credit Card,Completed,,2,3.0
O003065,C00227,S002,2024-04-06,Online,Debit Card,Completed,M0008,2,2.0
O003066,C01777,S010,2025-04-20,Online,PayPal,Completed,,5,5.0
O003067,C01611,S004,2024-06-21,In-Store,PayPal,Completed,M0013,0,0.0
O003068,C00017,S005,2025-03-02,In-Store,Credit Card,Completed,,0,0.0
O003069,C00563,S008,2024-12-21,Online,Credit Card,Completed,M0025,3,4.0
O003070,C00228,S002,2024-11-24,In-Store,Credit Card,Completed,M0023,0,0.0
O003071,C00706,S002,2024-05-03,In-Store,Gift Card,Cancelled,,0,
O003072,C01262,S002,2024-05-19,Mobile App,Credit Card,Completed,,3,3.0
O003073,C01405,S008,2024-02-03,Online,Credit Card,Completed,,3,5.0
O003074,C01411,S003,2024-05-31,In-Store,Credit Card,Completed,,0,0.0
O003075,C00669,S005,2024-07-21,Online,PayPal,Completed,M0016,3,3.0
O003076,C00254,S002,2025-03-31,Online,Credit Card,Completed,,2,2.0
O003077,C01332,S006,2024-07-31,Online,PayPal,Completed,,4,4.0
O003078,C01338,S010,2025-02-10,Online,PayPal,Completed,M0029,4,7.0
O003079,C01325,S006,2024-09-05,In-Store,Credit Card,Completed,,0,0.0
O003080,C00118,S002,2025-03-03,In-Store,Credit Card,Completed,M0030,0,0.0
O003081,C00050,S004,2025-06-19,Mobile App,Credit Card,Returned,M0034,2,5.0
O003082,C01588,S002,2024-05-30,In-Store,Credit Card,Completed,M0012,0,0.0
O003083,C01205,S010,2025-04-17,Online,Credit Card,Completed,M0031,3,3.0
O003084,C00543,S004,2024-12-03,Mobile App,Credit Card,Completed,,3,3.0
O003085,C00327,S007,2025-03-22,Mobile App,Credit Card,Completed,M0030,2,2.0
O003086,C01527,S005,2024-12-14,In-Store,PayPal,Completed,,0,0.0
O003087,C01520,S010,2024-08-28,Online,Credit Card,Completed,,2,3.0
O003088,C00944,S004,2024-05-24,Online,Credit Card,Completed,,3,3.0
O003089,C01270,S010,2024-02-19,In-Store,Credit Card,Completed,M0002,0,0.0
O003090,C00602,S010,2024-11-01,Online,Debit Card,Cancelled,M0021,4,
O003091,C01567,S003,2025-06-26,Online,Debit Card,Completed,M0035,4,4.0
O003092,C00102,S006,2025-01-29,Online,Credit Card,Cancelled,,2,
O003093,C01254,S002,2024-07-12,Online,Gift Card,Completed,M0017,2,4.0
O003094,C00388,S004,2025-03-28,Mobile App,Credit Card,Completed,,3,4.0
O003095,C01633,S008,2025-02-20,Mobile App,Gift Card,Completed,M0028,4,4.0
O003096,C01603,S002,2024-06-20,Online,Gift Card,Completed,,4,5.0
O003097,C01728,S009,2024-01-11,Online,Debit Card,Returned,,4,5.0
O003098,C01235,S002,2024-03-20,Online,Debit Card,Completed,,2,2.0
O003099,C00649,S008,2025-04-26,Online,Credit Card,Completed,,2,3.0
O003100,C01454,S008,2025-04-02,Online,PayPal,Completed,,3,3.0
O003101,C00339,S007,2024-06-26,In-Store,PayPal,Completed,M0013,0,0.0
O003102,C00184,S010,2024-06-22,Online,Credit Card,Returned,M0013,4,4.0
O003103,C00056,S006,2025-03-08,In-Store,Credit Card,Completed,,0,0.0
O003104,C00979,S001,2025-05-31,Online,PayPal,Completed,,5,5.0
O003105,C01786,S002,2025-02-28,Online,Credit Card,Completed,M0029,2,2.0
O003106,C01306,S007,2024-11-27,Online,Credit Card,Returned,M0023,3,3.0
O003107,C00572,S004,2024-06-01,In-Store,Credit Card,Completed,,0,0.0
O003108,C01152,S009,2024-10-26,Online,PayPal,Returned,,2,2.0
O003109,C00717,S003,2024-05-27,Mobile App,Debit Card,Completed,M0012,4,5.0
O003110,C01750,S004,2025-03-16,Online,Credit Card,Completed,,2,3.0
O003111,C01663,S003,2024-08-10,In-Store,Credit Card,Completed,M0018,0,0.0
O003112,C01008,S007,2025-03-31,Mobile App,Credit Card,Completed,,2,2.0
O003113,C01532,S002,2024-08-07,In-Store,Debit Card,Completed,,0,0.0
O003114,C01608,S010,2025-03-26,In-Store,Credit Card,Completed,,0,0.0
O003115,C00216,S002,2024-07-15,Online,Credit Card,Completed,,4,4.0
O003116,C01114,S002,2024-09-06,Mobile App,PayPal,Completed,,3,4.0
O003117,C00944,S004,2024-12-01,In-Store,Credit Card,Completed,M0023,0,0.0
O003118,C00314,S008,2024-02-20,Online,Debit Card,Completed,,4,4.0
O003119,C00233,S008,2025-06-05,Online,Credit Card,Completed,,4,4.0
O003120,C00745,S008,2024-11-15,In-Store,Credit Card,Completed,,0,0.0
O003121,C00575,S008,2024-10-15,Online,Credit Card,Completed,M0022,3,5.0
O003122,C00888,S007,2025-04-04,In-Store,Credit Card,Completed,,0,0.0
O003123,C00247,S006,2025-04-19,Online,Credit Card,Completed,,3,5.0
O003124,C00442,S007,2024-10-24,Online,Credit Card,Completed,,3,3.0
O003125,C00135,S005,2025-05-25,Online,Credit Card,Completed,M0033,3,3.0
O003126,C01016,S008,2024-02-16,Online,Credit Card,Completed,M0004,4,4.0
O003127,C01026,S002,2024-03-17,Online,Credit Card,Completed,M0006,2,6.0
O003128,C00161,S005,2024-11-24,In-Store,Credit Card,Completed,M0023,0,0.0
O003129,C00140,S007,2024-07-25,Mobile App,Credit Card,Completed,,2,2.0
O003130,C00304,S009,2024-09-20,In-Store,Credit Card,Completed,M0019,0,0.0
O003131,C01484,S010,2024-07-13,Online,Debit Card,Completed,,4,4.0
O003132,C01738,S001,2024-08-19,Online,Credit Card,Completed,,2,3.0
O003133,C00125,S009,2025-03-25,Online,Credit Card,Cancelled,M0030,4,
O003134,C00937,S003,2024-11-22,Mobile App,Debit Card,Completed,,3,3.0
O003135,C01371,S001,2025-06-29,In-Store,Credit Card,Completed,,0,0.0
O003136,C01618,S007,2025-03-04,Online,Credit Card,Completed,,2,2.0
O003137,C01348,S003,2024-06-16,Online,Credit Card,Cancelled,,4,
O003138,C00407,S008,2024-06-11,In-Store,Debit Card,Completed,M0011,0,0.0
O003139,C01493,S002,2024-07-16,Online,Debit Card,Completed,,4,6.0
O003140,C00164,S004,2025-04-06,Mobile App,PayPal,Completed,,5,5.0
O003141,C00862,S002,2024-01-20,Mobile App,Debit Card,Completed,,2,3.0
O003142,C00240,S004,2024-05-25,In-Store,PayPal,Cancelled,M0010,0,
O003143,C01237,S001,2025-05-12,Online,Credit Card,Completed,M0033,3,3.0
O003144,C00149,S010,2024-12-10,Online,Credit Card,Completed,M0026,2,2.0
O003145,C00584,S005,2024-05-23,Online,Credit Card,Completed,M0012,4,6.0
O003146,C01127,S003,2024-05-18,In-Store,Credit Card,Completed,,0,0.0
O003147,C01207,S009,2025-04-17,Online,Credit Card,Completed,M0031,2,4.0
O003148,C00505,S004,2025-05-06,Online,PayPal,Completed,,2,2.0
O003149,C01720,S006,2024-06-08,Online,Debit Card,Completed,M0011,5,5.0
O003150,C00525,S009,2024-08-26,Online,Debit Card,Completed,,3,6.0
O003151,C01404,S002,2025-04-01,Mobile App,Debit Card,Completed,,4,4.0
O003152,C01768,S007,2025-02-22,Mobile App,Debit Card,Returned,M0029,2,3.0
O003153,C01686,S003,2025-03-20,In-Store,Credit Card,Completed,,0,0.0
O003154,C00775,S001,2024-10-21,Mobile App,Debit Card,Completed,,4,5.0
O003155,C01048,S009,2025-05-16,Online,Credit Card,Completed,M0032,3,5.0
O003156,C00701,S009,2024-07-11,In-Store,Credit Card,Completed,M0017,0,0.0
O003157,C01157,S004,2024-04-12,Online,Credit Card,Completed,,3,3.0
O003158,C01018,S009,2025-01-08,Online,PayPal,Completed,,3,4.0
O003159,C00050,S007,2024-11-02,Online,PayPal,Completed,,2,2.0
O003160,C00958,S004,2025-04-13,Mobile App,PayPal,Completed,,3,3.0
O003161,C00695,S002,2024-02-27,Online,Gift Card,Completed,,2,4.0
O003162,C00026,S005,2025-04-06,In-Store,Debit Card,Completed,,0,0.0
O003163,C00650,S008,2024-06-25,In-Store,PayPal,Completed,M0013,0,0.0
O003164,C00011,S010,2024-12-15,Online,Credit Card,Completed,,4,5.0
O003165,C00808,S010,2024-01-29,Online,Credit Card,Completed,,3,6.0
O003166,C01126,S006,2024-11-28,Mobile App,Credit Card,Completed,,3,3.0
O003167,C00011,S005,2025-01-14,Online,Credit Card,Completed,M0024,4,4.0
O003168,C01136,S004,2024-08-01,Mobile App,PayPal,Cancelled,,3,
O003169,C01630,S006,2024-05-16,Online,Credit Card,Completed,,3,3.0
O003170,C00772,S003,2024-11-01,Mobile App,Debit Card,Completed,,3,3.0
O003171,C00770,S002,2025-03-31,Mobile App,PayPal,Completed,,3,3.0
O003172,C00973,S001,2024-07-10,Online,Credit Card,Completed,M0017,4,5.0
O003173,C01191,S009,2024-06-06,Online,Credit Card,Completed,,3,3.0
O003174,C01745,S001,2024-06-19,Online,Credit Card,Returned,M0015,5,5.0
O003175,C00407,S004,2025-06-06,Online,Credit Card,Completed,,4,4.0
O003176,C01069,S006,2024-07-28,In-Store,Credit Card,Completed,,0,0.0
O003177,C00842,S009,2024-01-03,Online,Debit Card,Completed,,4,4.0
O003178,C00717,S004,2025-03-01,Mobile App,Credit Card,Completed,M0028,3,5.0
O003179,C00359,S007,2025-01-02,Mobile App,Credit Card,Completed,,4,5.0
O003180,C00554,S007,2024-03-26,In-Store,Credit Card,Completed,,0,0.0
O003181,C00285,S006,2025-06-23,Online,PayPal,Completed,,2,2.0
O003182,C00400,S009,2024-11-28,Online,Debit Card,Completed,,4,4.0
O003183,C01475,S010,2024-10-11,Mobile App,PayPal,Completed,M0022,3,3.0
O003184,C01636,S007,2024-08-08,Mobile App,Credit Card,Completed,M0018,3,4.0
O003185,C01468,S003,2025-05-08,Online,Credit Card,Completed,M0033,2,3.0
O003186,C00388,S006,2024-06-02,Online,Debit Card,Completed,M0012,5,6.0
O003187,C01380,S007,2024-06-22,Online,Debit Card,Completed,,3,3.0
O003188,C00784,S007,2024-03-23,Mobile App,Credit Card,Completed,M0007,2,2.0
O003189,C00425,S006,2025-02-13,In-Store,PayPal,Completed,M0029,0,0.0
O003190,C01030,S003,2024-11-23,Online,Debit Card,Completed,M0023,4,7.0
O003191,C01578,S006,2024-11-28,In-Store,Credit Card,Completed,M0023,0,0.0
O003192,C00441,S002,2024-05-18,Online,Credit Card,Completed,M0011,3,4.0
O003193,C00356,S010,2024-12-14,In-Store,Debit Card,Cancelled,,0,
O003194,C00919,S001,2025-02-18,In-Store,PayPal,Completed,M0029,0,0.0
O003195,C00765,S008,2024-07-27,Mobile App,Credit Card,Returned,M0016,5,5.0
O003196,C01612,S003,2025-03-13,In-Store,Credit Card,Completed,M0030,0,0.0
O003197,C00554,S008,2024-07-22,Online,Credit Card,Completed,M0016,2,4.0
O003198,C00268,S003,2025-02-13,In-Store,Debit Card,Completed,M0029,0,0.0
O003199,C00992,S002,2024-01-25,Mobile App,Debit Card,Completed,M0001,3,7.0
O003200,C01241,S008,2024-11-06,In-Store,Debit Card,Completed,M0021,0,0.0
O003201,C00064,S003,2025-06-16,Online,Credit Card,Completed,,3,3.0
O003202,C00442,S008,2025-06-21,Online,Credit Card,Completed,M0034,2,4.0
O003203,C01715,S002,2024-06-20,Online,Credit Card,Completed,,3,3.0
O003204,C00541,S004,2024-09-07,Online,PayPal,Completed,M0019,2,3.0
O003205,C01299,S009,2024-02-14,Online,PayPal,Completed,,3,3.0
O003206,C00470,S001,2025-04-24,Online,Debit Card,Completed,,3,3.0
O003207,C01240,S002,2024-11-13,Mobile App,PayPal,Completed,,2,2.0
O003208,C01590,S002,2024-08-09,In-Store,Debit Card,Cancelled,M0018,0,
O003209,C00878,S009,2024-03-17,Online,Debit Card,Cancelled,,4,
O003210,C01616,S010,2025-06-05,Online,Credit Card,Completed,,2,2.0
O003211,C01218,S005,2024-10-28,Mobile App,Debit Card,Completed,,3,3.0
O003212,C00712,S004,2024-06-21,Online,PayPal,Completed,,3,3.0
O003213,C00013,S010,2024-07-23,Mobile App,Debit Card,Completed,,2,5.0
O003214,C00222,S010,2024-06-15,In-Store,Debit Card,Completed,,0,0.0
O003215,C01729,S004,2024-11-25,Online,Credit Card,Completed,,3,4.0
O003216,C01420,S007,2025-05-27,Mobile App,Debit Card,Completed,,2,2.0
O003217,C00881,S003,2025-04-14,In-Store,Credit Card,Completed,M0031,0,0.0
O003218,C00839,S009,2024-09-18,Online,Credit Card,Completed,,3,4.0
O003219,C00752,S005,2025-03-27,In-Store,Credit Card,Cancelled,,0,
O003220,C00270,S009,2024-08-28,In-Store,Credit Card,Completed,,0,0.0
O003221,C01322,S001,2024-06-06,In-Store,Gift Card,Cancelled,,0,
O003222,C01635,S010,2025-06-22,In-Store,Debit Card,Completed,M0035,0,0.0
O003223,C00732,S008,2024-07-01,In-Store,Credit Card,Completed,,0,0.0
O003224,C00844,S002,2024-07-10,In-Store,Debit Card,Completed,M0017,0,0.0
O003225,C00616,S008,2025-06-26,Mobile App,Credit Card,Completed,M0035,2,5.0
O003226,C01456,S004,2024-03-30,In-Store,Debit Card,Returned,M0005,0,0.0
O003227,C01432,S002,2025-02-14,Online,Debit Card,Completed,M0028,4,5.0
O003228,C00065,S002,2025-05-30,In-Store,Debit Card,Completed,,0,0.0
O003229,C01681,S006,2024-10-18,Online,Credit Card,Completed,,3,3.0
O003230,C01062,S003,2024-01-02,Online,PayPal,Completed,,3,3.0
O003231,C00028,S010,2024-08-04,Online,PayPal,Completed,,5,5.0
O003232,C01313,S003,2024-03-16,Online,Credit Card,Completed,M0006,2,2.0
O003233,C00237,S009,2024-08-24,Online,Credit Card,Returned,,3,3.0
O003234,C01150,S005,2025-03-06,Online,PayPal,Completed,M0030,2,4.0
O003235,C00384,S007,2024-09-05,In-Store,Gift Card,Completed,,0,0.0
O003236,C00326,S005,2024-09-01,Online,Credit Card,Completed,,4,7.0
O003237,C00085,S002,2024-11-09,Online,Credit Card,Completed,,3,3.0
O003238,C00749,S008,2024-11-18,Mobile App,PayPal,Completed,,4,4.0
O003239,C00246,S009,2025-04-14,Mobile App,Credit Card,Returned,M0031,2,6.0
O003240,C00388,S002,2024-07-03,Online,Credit Card,Completed,,3,7.0
O003241,C00929,S002,2025-03-24,Mobile App,Credit Card,Completed,,4,4.0
O003242,C00266,S004,2024-11-12,In-Store,Credit Card,Completed,M0023,0,0.0
O003243,C00761,S008,2024-06-29,Online,Credit Card,Completed,M0015,4,4.0
O003244,C00804,S005,2024-06-26,In-Store,Credit Card,Completed,M0015,0,0.0
O003245,C01229,S005,2024-07-28,Mobile App,Credit Card,Returned,,3,3.0
O003246,C00228,S007,2024-12-03,In-Store,Credit Card,Completed,,0,0.0
O003247,C00240,S004,2024-05-25,Online,Credit Card,Completed,,4,6.0
O003248,C01097,S009,2025-05-21,Online,Credit Card,Completed,M0032,3,5.0
O003249,C01695,S004,2024-11-15,Online,Credit Card,Completed,,2,5.0
O003250,C00388,S008,2025-05-21,Online,PayPal,Completed,M0033,2,2.0
O003251,C00378,S003,2024-02-03,Online,Debit Card,Completed,,4,4.0
O003252,C00212,S006,2024-07-20,Online,PayPal,Completed,M0016,4,4.0
O003253,C01672,S001,2024-01-17,In-Store,Credit Card,Completed,,0,0.0
O003254,C00795,S007,2024-06-15,Online,PayPal,Completed,,4,4.0
O003255,C00676,S007,2025-04-17,Online,PayPal,Completed,,5,8.0
O003256,C00649,S002,2024-01-27,Online,Gift Card,Completed,,4,4.0
O003257,C00171,S005,2024-09-03,Online,Credit Card,Completed,,3,3.0
O003258,C01176,S004,2024-03-20,Mobile App,Debit Card,Completed,,2,2.0
O003259,C01701,S010,2024-08-25,In-Store,Credit Card,Completed,,0,0.0
O003260,C00809,S009,2025-04-04,Online,PayPal,Returned,,2,2.0
O003261,C00104,S002,2024-12-03,Online,Credit Card,Completed,,4,4.0
O003262,C01246,S003,2025-01-28,Online,PayPal,Completed,,3,4.0
O003263,C01306,S001,2024-07-23,In-Store,Credit Card,Completed,,0,0.0
O003264,C01412,S010,2025-06-03,Online,Credit Card,Completed,,3,3.0
O003265,C00372,S005,2025-01-09,Online,Credit Card,Completed,,3,3.0
O003266,C00129,S003,2024-08-27,Online,Credit Card,Completed,,3,6.0
O003267,C01428,S004,2024-08-29,Online,Credit Card,Completed,,3,5.0
O003268,C00220,S004,2025-05-20,Online,Credit Card,Completed,,2,5.0
O003269,C01197,S006,2024-11-16,Mobile App,Credit Card,Completed,,3,5.0
O003270,C00472,S010,2025-01-07,Online,PayPal,Completed,M0024,4,4.0
O003271,C00988,S007,2024-08-25,Mobile App,Credit Card,Returned,,2,2.0
O003272,C01477,S007,2024-05-21,In-Store,Credit Card,Completed,,0,0.0
O003273,C00608,S008,2025-01-19,Online,Credit Card,Completed,,3,4.0
O003274,C01526,S003,2024-11-28,In-Store,PayPal,Completed,M0023,0,0.0
O003275,C01076,S005,2024-10-12,Online,Credit Card,Completed,M0020,3,4.0
O003276,C00094,S010,2024-12-04,In-Store,Credit Card,Completed,,0,0.0
O003277,C01600,S006,2024-05-12,Online,Credit Card,Completed,,4,5.0
O003278,C01045,S006,2025-03-08,Online,Credit Card,Completed,M0030,3,3.0
O003279,C00106,S008,2025-06-05,In-Store,Debit Card,Completed,,0,0.0
O003280,C01224,S005,2025-05-04,Online,Gift Card,Completed,,3,6.0
O003281,C01376,S005,2024-07-09,Online,Credit Card,Completed,M0017,3,4.0
O003282,C01305,S001,2024-08-19,Mobile App,Credit Card,Completed,M0018,3,4.0
O003283,C01306,S001,2025-03-17,Mobile App,Debit Card,Completed,,2,2.0
O003284,C00612,S006,2024-11-23,Mobile App,PayPal,Returned,,3,3.0
O003285,C00849,S010,2024-11-05,In-Store,Credit Card,Completed,,0,0.0
